cleaned-text-line-id,cleaned-text-paragraph-id,cleaned-text-line,cleaned-text-paragraph,summarized-text-paragraph,metadata-volume-folio,metadata-date,metadata-legal-case,metadata-proctor,metadata-frontmatter,metadata-frontmatter-witness-name,metadata-frontmatter-witness-residence,metadata-frontmatter-witness-occupation,metadata-frontmatter-witness-age,metadata-allegation,metadata-libel,metadata-interrogatory,metadata-signoff
271,,videlicet.,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,"""John Mathewes of Plimouth in the County of devon Mariner aged 20 yeares or thereabouts sworne before the right Worshipfull William Clerke and John Godolphin doctors of lawes Judges of the high Court of the admiraltie and examined upon certaine Interrogatories ministred on the behalfe of the said William Mathewes, saith and deposeth as followeth videlicet.""",,,,,,,,
272,29,To the first second and third Interrogatories hee saith and deposeth that hee,"""To the first second and third Interrogatories hee saith and deposeth that hee well knew the shipp or vessell the Allicant frigot Whereof Peter Sannders was master) at such time as shee was last set out and proceeded from Plimouth upon a voyage for the Straights, which her proceeding was on or about the fifth of October last past, and that hee had knowne her about a yeare next before such her proceeding,""","""In response to the first, second, and third interrogatories, the deponent states that he was well acquainted with the ship Allicant Frigot, with Peter Sannders as its master, when it set out from Plymouth on a voyage to the Straits around October 5th of the previous year. He also notes that he had known the ship for approximately a year before this departure.""",HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
273,29,well knew the shipp or vessell the Allicant frigot,,,HCA 13/70 f.4v Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
274,29,Whereof Peter Sannders was master) at such time as shee was last set,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
275,29,"out and proceeded from Plimouth upon a voyage for the Straights, which",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
276,29,"her proceeding was on or about the fifth of October last past, and that",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
277,30,"hee had knowne her about a yeare next before such her proceeding, And","""And further that the said shipp or vessell went from Plimouth to Naples where shee arived in or about the moneth of december last past, and that from thence shee went and arived at Zant shortly after in or about the same moneth, and that from Zant shee set saile to retourne for England in or about the moneth of January last past, all which hee knoweth because hee this deponent in the shipp the Expedition of Plimouth (whereof George Mathewes was master) went from Plimouth to Naples and thence to Zant in the company of the said vessell the Alliceant frigot, and sawe her departure from Zant for England the time aforesaid.""","""The deponent states that the Allicant Frigot sailed from Plymouth to Naples, arriving there around December of the previous year. From Naples, the ship went to Zant, arriving shortly after in the same month. The ship then departed from Zant for England around January of the following year. The deponent knows this because he was aboard the Expedition of Plymouth, under the command of George Mathewes, and traveled from Plymouth to Naples and Zant in the company of the Allicant Frigot, witnessing its departure from Zant for England.""",HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
278,30,further that the said shipp or vessell went from Plimouth to Naples where,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
279,30,"shee arived in or about the moneth of december last past, and that from thence",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
280,30,"shee went and arived at Zant shortly after in or about the same moneth,",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
281,30,and that from Zant shee set saile to retourne for England in or about the,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
282,30,"moneth of January last past, all which hee knoweth because hee this",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
283,30,deponent in the shipp the Expedition of Plimouth (whereof George,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
284,30,Mathewes was master) went from Plimouth to Naples and thence to,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
285,30,"Zant in the company of the said vessell the Alliceant frigot, and sawe",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
286,31,her departure from Zant for England the time aforesaid. And saith,"""And saith that the said shipp the Allicant frigot (which of his knowledge departed in safetie from Zant, where hee was aboard her when shee was setting saile) was as hee hath bin credibly informed, cast away by stresse of weather on the coast of Sicilia and there lost about a weeke after such her departure from Zant.""","The deponent states that the Allicant Frigot departed safely from Zant, as he was aboard the ship when it set sail. However, he has been reliably informed that about a week after its departure, the ship was wrecked due to severe weather on the coast of Sicily and was lost.",HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
287,31,that the said shipp the Allicant frigot (which of his knowledge departed,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
288,31,"in safetie from Zant, where hee was aboard her when shee was setting saile)",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
289,31,"was as hee hath bin credibly informed, cast away by stresse of weather",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
290,31,on the coast of Sicilia and there lost about a weeke after such her,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
291,32,departure from Zant. Moreover hee deposeth that the said William,"""Moreover hee deposeth that the said William Mathewes the producent neare about a yeare before such proceeding of the Allicant frigot from Plimouth, caused her to be built at Millbrooke neare Plimouth and paid and defrayed the chardges of her building, of the sight and knowledge of this deponent, who (being therein of the sight and knowledge of this deponent, who (being therein imployed by the said William Mathewes) did pay severall summes of moneys in providing materialls and otherwise towards the said building,""","""The deponent states that William Mathewes, the producent, had the Allicant Frigot built at Millbrook near Plymouth about a year before its departure from Plymouth. Mathewes paid for the costs of its construction, which the deponent personally witnessed. The deponent, employed by Mathewes, also paid several sums of money for materials and other expenses related to the ship's building.""",HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
292,32,Mathewes the producent neare about a yeare before such proceeding of,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
293,32,"the Allicant frigot from Plimouth, caused her to be built at Millbrooke",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
294,32,"neare Plimouth and paid and defrayed the chardges of her building,",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
295,32,"of the sight and knowledge of this deponent, who (being therein",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
296,32,imployed by the said William Mathewes) did pay severall summes of,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
297,32,"moneys in providing materialls and otherwise towards the said building,",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
298,33,And when shee was finished hee the said producent sold one fifth part,"""And when shee was finished hee the said producent sold one fifth part of her to Stephen Trevill of Plimouth merchant, another fifth part to William Treville of the same, and another fifth part to Nicholas O[?XX]y of the same, and kept the proprietie of the other two fifth parts in and to himselfe, and fitted out the said two fifth parts for the above said voyage of this deponents sight and knowledge, and was sole owner and proprietor of the said two fifth parts at the time of such her departure from Plimouth and of her casting away, and for the sole owner of two fifth parts of the said vessell the Allicant frigot for all the said time from her building to her casting away hee the said William Mathewes was commonly accompted and reputed. And otherwise hee cannot depose.""","""The deponent states that after the Allicant Frigot was completed, William Mathewes sold one-fifth of the ship to Stephen Trevill, another fifth to William Treville, and a third fifth to Nicholas O[?XX]y, all of Plymouth. Mathewes retained ownership of the remaining two-fifths and personally fitted out his portion for the ship's voyage. He was the sole owner of these two-fifths at the time of the ship's departure from Plymouth and its subsequent wreck. Throughout this period, from the ship's construction to its loss, Mathewes was widely recognized as the owner of two-fifths of the Allicant Frigot.""",HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
299,33,"of her to Stephen Trevill of Plimouth merchant, another fifth part to",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
300,33,"William Treville of the same, and another fifth part to Nicholas O[?XX]y",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
301,33,"of the same, and kept the proprietie of the other two fifth parts",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
302,33,"in and to himselfe, and fitted out the said two fifth parts for the",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
303,33,"above said voyage of this deponents sight and knowledge, and was sole",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
304,33,owner and proprietor of the said two fifth parts at the time of,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
305,33,"such her departure from Plimouth and of her casting away,",,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
306,33,and for the sole owner of two fifth parts of the said vessell the Allicant,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
307,33,frigot for all the said time from her building to her casting away hee,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
308,33,the said William Mathewes was commonly accompted and reputed.,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
309,33,And otherwise hee cannot depose.,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,interrogatory,
310,,Repeated before doctor Clerke and doctor Godolphin.,,,HCA 13/70 f.5r Annotate,"""The 11th of September 1654. (1654-09-11)""","""On the behalfe of William Mathewes of Plimouth touching his losse in the Allicant frigot, Peter Sannders master""",,,,,,,,,,
312,,The 14th of September 1654,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,,
313,,On the behalfe of William Mico and John heard),,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,,
314,,English Merchants resident in Naples touching),,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,,
315,,their losse in the shipp the Saint George of London),,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,,
316,,henry Minor master),,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,,
317,,Henry Minor of Limehouse mariner,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""","""Henry Minor""","""of Limehouse""","""mariner""",,,,,
318,,aged 36 yeares or thereabouts,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,"""aged 36 yeares or thereabouts""",,,,
319,,sworne before the right worshipfull William,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,,
320,,Clerke and John,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,,
321,,"Godolphin doctors of lawes, Judges of",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,,
322,,the high Court of the Admiraltie and examined,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,,
323,,upon certain Interrogatories ministred on the behalfe of,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,interrogatory,
324,,the said William Mico and John heard saith and deposeth,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,interrogatory,
325,,as followeth. videlicet.,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,"""Henry Minor of Limehouse mariner aged 36 yeares or thereabouts sworne before the right worshipfull William Clerke aand John Godolphin doctors of lawes, Judges of the high Court of the Admiraltie and examined upon certain Interrogatories ministred on the behalfe of the said William Mico and John heard saith and deposeth as followeth. videlicet.""",,,,,,,interrogatory,
326,34,To the first second and third Interrogatories hee saith and deposeth That,"""To the first second and third Interrogatories hee saith and deposeth That hee well knew the shipp the Saint George interrogated (whereof Thomas Neve was late master) at the time of her last being in the straights in the imployment of the said William Mico, John heard and others about six monethes since,""","""In response to the first, second, and third interrogatories, the deponent states that he knew the ship Saint George, with Thomas Neve as its late master, when it was last in the Straits about six months ago, employed by William Mico, John Heard, and others.""",HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
327,34,hee well knew the shipp the Saint George interrogated (whereof Thomas,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
328,34,Neve was late master) at the time of her last being in the straights,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
329,34,"in the imployment of the said William Mico, John heard and others",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
330,35,"about six monethes since, And saith that having bin at Zant and","""And saith that having bin at Zant and Cephalonia and there having taken in her lading of currans shee came to Messina where the said Thomas Neve leaving her this deponent was constituted master of her to bring her with her lading home for this port of London. And that having taken in other goods namely cotton wooll and feathers at Messina, shee departed thence under the conduct of this deponent and company on or about the 26 of March last (old stile) bound for this port of London there to make her dischardge.""","""The deponent states that after the Saint George took on a cargo of currants at Zant and Cephalonia, it arrived at Messina. There, Thomas Neve left the ship, and the deponent was appointed as its master to bring it, along with its cargo, back to London. Additional goods, including cotton wool and feathers, were loaded at Messina, and the ship departed under the deponent's command around March 26 (old style), bound for London to discharge its cargo.""",HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
331,35,Cephalonia and there having taken in her lading of currans shee came,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
332,35,to Messina where the said Thomas Neve leaving her this deponent,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
333,35,was constituted master of her to bring her with her lading home for,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
334,35,this port of London. And that having taken in other goods namely,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
335,35,"cotton wooll and feathers at Messina, shee departed thence under the",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
336,35,conduct of this deponent and company on or about the 26 of March last,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
337,35,"(old stile) bound for this port of London there to make her dischardge.""",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
338,36,And that in her course of proceeding and intending to touch at,"""And that in her course of proceeding and intending to touch at legorne for company comming about a league and halfe short of the Malo[?c]a shore was mett with by a holland man of warr, named the White Eliphant commanded by one Captaine Gott then in hostility against the subiects of this Commonwealth, and by the said man of warr (having 26 guns) assaulted and sett upon, and after severall houres fight (wherein the said shipp Saint George was soe shattered and torne and received in water soe fast that her goods were even covered in hold with water, and shee readie to sinke) this deponent and company, were faine to quit her and betake them selves to their boate to save their livess, and the said man of warrs company entring her shee sunke right downe and with all her lading perished in the sea, saving tenn bales of silke which this deponent and company tooke out before her sinking and carried ashore with them.""","""The deponent states that while the Saint George was en route to London and planning to stop at Leghorn, it was met by a Dutch warship named the White Elephant, commanded by Captain Gott, who was then at war with the Commonwealth. The Dutch warship, armed with 26 guns, attacked the Saint George. After several hours of battle, the Saint George was badly damaged, taking on water so quickly that the cargo was submerged, and the ship was close to sinking. The deponent and crew were forced to abandon the ship, escaping in a boat to save their lives. After the Dutch boarded the ship, it sank along with its entire cargo, except for ten bales of silk that the deponent and crew managed to rescue before the sinking and took ashore.""",HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
339,36,legorne for company comming about a league and halfe short of the,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
340,36,"Malo[?c]a shore was mett with by a holland man of warr, named the",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
341,36,White Eliphant commanded by one Captaine Gott then in hostility,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
342,36,"against the subiects of this Commonwealth, and by the said man of",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
343,36,"warr (having 26 guns) assaulted and sett upon, and after severall houres fight",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
344,36,(wherein the said shipp Saint George was soe shattered and torne,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
345,36,and received in water soe fast that her goods were even covered,,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
346,36,"in hold with water, and shee readie to sinke) this deponent and",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
347,36,"company, were faine to quit her and betake them selves to their boate",,,HCA 13/70 f.5v Annotate,"""The 14th of September 1654 (1654-09-14)""","""On the behalfe of William Mico and John heard English Merchants resident in Naples touching their losse in the shipp the Saint George of London henry Minor master""",,,,,,,,,interrogatory,
